"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Škola ekonomiky a cestovního ruchu. soukromá střední odborná škola s.r.o.                                                       Rantířovská 9. 586 05  Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",15,0,"91.3","59.1","12.6"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",25,3,"67.6","51.1","20.7"
"Soukromá střední odborná škola a Střední odborné učiliště s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",14,5,"80.8","18.6","20.5"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",15,0,"62.5","57.7","8.3"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",43,1,"97.9","41.5","11.9"
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",11,2,"40.0","22.5","13.6"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOŠ technické 1","Písemná práce",23,0,"72.2","55.1","12.5"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOŠ technické 1","Písemná práce",13,0,"86.7","45.3","13.0"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","SOŠ technické 1","Písemná práce",7,0,"50.0","50.3","13.1"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOŠ technické 1","Písemná práce",48,0,"38.6","69.9","12.4"
"Střední škola stavební Třebíč","Anglický jazyk","SOŠ technické 1","Písemná práce",12,0,"46.9","52.1","13.2"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOŠ technické 1","Písemná práce",32,0,"46.7","55.0","11.3"
"Střední škola stavební Jihlava","Anglický jazyk","SOŠ technické 1","Písemná práce",24,0,"66.7","55.0","13.0"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOŠ technické 1","Písemná práce",41,0,"44.0","67.6","9.5"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ technické 2","Písemná práce",7,1,"57.1","56.8","24.5"
"Soukromá vyšší odborná škola grafická a Střední umělecká škola grafická. s.r.o.","Anglický jazyk","SOŠ umělecké","Písemná práce",39,1,"100.0","48.2","16.5"
"Střední uměleckoprůmyslová škola Jihlava - Helenín. Hálkova 42","Anglický jazyk","SOŠ umělecké","Písemná práce",59,2,"100.0","46.2","14.7"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ umělecké","Písemná práce",18,1,"65.5","60.8","18.8"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ zdravotnické","Písemná práce",33,2,"100.0","50.2","16.6"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zdravotnické","Písemná práce",16,1,"57.1","36.3","17.3"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Havlíčkův Brod","Anglický jazyk","SOŠ zdravotnické","Písemná práce",17,2,"95.2","26.4","16.5"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","SOŠ zdravotnické","Písemná práce",24,0,"96.0","50.1","13.7"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zdravotnické","Písemná práce",18,0,"100.0","44.4","14.5"
"Česká zemědělská akademie v Humpolci. střední škola","Anglický jazyk","SOŠ zemědělské","Písemná práce",31,3,"71.2","36.1","20.5"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zemědělské","Písemná práce",34,2,"78.3","41.5","16.2"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zemědělské","Písemná práce",8,0,"100.0","41.0","13.8"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOU ostatní","Písemná práce",15,1,"75.0","33.9","15.8"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOU ostatní","Písemná práce",21,1,"96.2","33.3","14.8"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOU ostatní","Písemná práce",7,0,"100.0","29.8","11.8"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOU ostatní","Písemná práce",4,0,"54.5","42.4","19.0"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOU technické","Písemná práce",11,0,"70.8","34.6","11.3"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Anglický jazyk","SOU technické","Písemná práce",21,0,"63.9","45.8","18.2"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOU technické","Písemná práce",17,0,"42.6","37.1","12.9"
"Střední škola řemesel a služeb Moravské Budějovice","Anglický jazyk","SOU technické","Písemná práce",8,0,"64.3","44.1","12.5"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOU technické","Písemná práce",12,0,"37.1","49.6","11.1"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOU technické","Písemná práce",11,1,"61.9","62.6","23.2"
"Střední odborná škola Jana Tiraye Velká Bíteš. příspěvková organizace","Anglický jazyk","SOU technické","Písemná práce",10,0,"76.9","58.8","16.2"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",17,0,"70.8","62.9","10.5"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",33,0,"77.3","56.5","9.6"
"Gymnázium Havlíčkův Brod","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",30,0,"50.8","75.7","9.3"
"Gymnázium Chotěboř","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",11,0,"45.8","72.5","10.5"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",5,0,"100.0","82.3","4.6"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",68,0,"81.2","60.4","12.3"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",13,0,"56.5","55.3","13.6"
"Katolické gymnázium Třebíč","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",14,1,"58.3","41.3","21.4"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",16,0,"59.3","63.2","14.1"
"Gymnázium Třebíč","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",44,1,"53.0","61.7","12.6"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",19,0,"76.0","76.6","8.4"
"Gymnázium Velké Meziříčí","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",23,0,"76.7","63.6","12.7"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",27,0,"96.6","43.4","13.8"
"Gymnázium Žďár nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",32,1,"53.3","55.2","17.5"
"Gymnázium Bystřice nad Pernštejnem","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",14,2,"77.8","55.8","23.4"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",11,0,"92.3","61.9","12.9"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",30,0,"96.8","69.7","10.1"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",7,0,"36.8","75.8","5.7"
"Gymnázium Pacov","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",21,0,"85.7","62.4","13.9"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",20,0,"76.9","65.1","9.8"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",26,0,"92.9","73.9","10.3"
"Gymnázium Havlíčkův Brod","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",22,0,"71.0","71.9","12.2"
"Gymnázium Chotěboř","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",15,0,"55.6","70.7","13.0"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",8,0,"38.1","69.1","11.0"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",22,0,"91.7","79.7","6.0"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",12,0,"66.7","65.2","15.7"
"Soukromé gymnázium AD FONTES. o.p.s.. Fibichova 18. Jihlava","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",19,0,"100.0","56.4","13.0"
"Katolické gymnázium Třebíč","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",12,0,"63.2","50.9","11.6"
"Gymnázium Třebíč","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",12,0,"54.5","76.1","8.9"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",17,0,"56.7","73.7","9.2"
"Gymnázium Velké Meziříčí","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",16,1,"76.2","43.4","20.3"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",18,0,"90.0","57.4","9.2"
"Gymnázium Žďár nad Sázavou","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",12,0,"46.2","72.3","10.9"
"Gymnázium Bystřice nad Pernštejnem","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",9,0,"58.8","61.7","10.3"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Lyceum","Ústní zkouška",8,0,"100.0","45.4","13.0"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","Lyceum","Ústní zkouška",5,0,"66.7","60.3","14.0"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Havlíčkův Brod","Anglický jazyk","Lyceum","Ústní zkouška",19,0,"100.0","59.9","11.5"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","Lyceum","Ústní zkouška",23,0,"100.0","63.7","10.1"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","Lyceum","Ústní zkouška",17,1,"63.0","49.5","23.6"
"Střední průmyslová škola Třebíč","Anglický jazyk","Lyceum","Ústní zkouška",9,0,"22.5","68.3","13.9"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",2,0,"40.0","27.9","23.6"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,1,"100.0","17.5","16.9"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",3,0,"33.3","67.7","6.8"
"Střední odborná škola a Střední odborné učiliště Třešť","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",7,0,"46.7","49.9","9.6"
"Soukromá střední odborná škola a Střední odborné učiliště s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",4,0,"40.0","29.4","12.7"
"Hotelová škola Světlá a Střední odborná škola řemesel Velké Meziříčí","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",10,2,"66.7","13.7","17.0"
"Střední škola gastronomická Adolpha Kolpinga","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",10,0,"64.7","57.1","17.2"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",10,2,"68.4","29.3","24.2"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,1,"34.8","15.0","10.2"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",11,0,"52.4","23.9","13.1"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",9,0,"62.5","34.9","15.0"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",0,0,"62.5",,
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",3,0,"50.0","39.2","14.1"
"Střední škola stavební Třebíč","Anglický jazyk","SOU technické (nástavby)","Ústní zkouška",5,0,"30.0","21.2","13.9"
"Střední škola stavební Jihlava","Anglický jazyk","SOU technické (nástavby)","Ústní zkouška",7,0,"77.8","41.7","15.9"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",17,0,"78.3","42.5","13.3"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",21,0,"91.3","36.7","18.8"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",38,0,"85.2","57.9","10.0"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",8,0,"78.6","52.5","18.1"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",10,1,"52.2","38.4","20.1"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",48,1,"77.9","45.3","15.8"
"Vyšší odborná škola a Střední škola hotelová SČMSD Pelhřimov. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",6,0,"62.5","56.5","17.9"
"Škola ekonomiky a cestovního ruchu. soukromá střední odborná škola s.r.o.                                                       Rantířovská 9. 586 05  Jihlava","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",5,1,"100.0","46.8","22.4"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",21,1,"100.0","35.9","14.1"
"Střední uměleckoprůmyslová škola Jihlava - Helenín. Hálkova 42","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",14,2,"100.0","27.7","15.0"
"Hotelová škola Světlá a Střední odborná škola řemesel Velké Meziříčí","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",30,2,"83.0","34.1","19.5"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",12,0,"44.8","34.7","11.0"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",14,1,"66.7","42.5","19.2"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",49,0,"96.2","42.1","14.9"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",12,0,"83.3","35.5","13.3"
"Střední odborná škola sociální u Matky Boží Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",33,6,"75.6","34.8","24.5"
"Manažerská akademie - střední odborná škola. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",16,1,"72.0","33.7","18.9"
"Škola ekonomiky a cestovního ruchu. soukromá střední odborná škola s.r.o.                                                       Rantířovská 9. 586 05  Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",15,1,"91.3","46.7","17.0"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",24,2,"67.6","35.3","21.3"
"Soukromá střední odborná škola a Střední odborné učiliště s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",14,0,"80.8","18.8","10.2"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",15,1,"62.5","30.8","14.7"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",43,2,"97.9","33.8","15.8"
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",11,1,"40.0","27.4","20.7"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOŠ technické 1","Ústní zkouška",23,1,"72.2","39.6","18.6"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOŠ technické 1","Ústní zkouška",13,0,"86.7","50.3","16.7"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","SOŠ technické 1","Ústní zkouška",7,0,"50.0","69.6","9.6"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOŠ technické 1","Ústní zkouška",48,0,"38.6","51.6","14.6"
"Střední škola stavební Třebíč","Anglický jazyk","SOŠ technické 1","Ústní zkouška",12,0,"46.9","42.4","16.9"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOŠ technické 1","Ústní zkouška",32,0,"46.7","44.5","15.4"
"Střední škola stavební Jihlava","Anglický jazyk","SOŠ technické 1","Ústní zkouška",24,1,"66.7","42.3","17.0"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOŠ technické 1","Ústní zkouška",40,0,"44.0","64.5","13.8"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ technické 2","Ústní zkouška",7,1,"57.1","39.7","26.5"
"Soukromá vyšší odborná škola grafická a Střední umělecká škola grafická. s.r.o.","Anglický jazyk","SOŠ umělecké","Ústní zkouška",39,2,"100.0","43.7","20.3"
"Střední uměleckoprůmyslová škola Jihlava - Helenín. Hálkova 42","Anglický jazyk","SOŠ umělecké","Ústní zkouška",59,3,"100.0","42.7","16.5"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ umělecké","Ústní zkouška",18,0,"65.5","61.0","13.7"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",33,1,"100.0","40.1","15.8"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",16,0,"57.1","40.6","17.0"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Havlíčkův Brod","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",17,1,"95.2","32.0","17.3"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",24,0,"96.0","46.5","12.4"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",18,0,"100.0","59.8","12.5"
"Česká zemědělská akademie v Humpolci. střední škola","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",31,5,"71.2","34.9","24.3"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",34,0,"78.3","38.4","17.3"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",8,0,"100.0","45.4","15.7"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOU ostatní","Ústní zkouška",15,0,"75.0","24.2","12.8"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOU ostatní","Ústní zkouška",21,4,"96.2","23.0","19.0"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOU ostatní","Ústní zkouška",7,1,"100.0","45.4","17.3"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOU ostatní","Ústní zkouška",4,0,"54.5","52.1","18.9"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOU technické","Ústní zkouška",11,1,"70.8","42.2","19.5"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Anglický jazyk","SOU technické","Ústní zkouška",21,1,"63.9","30.0","20.0"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOU technické","Ústní zkouška",17,0,"42.6","43.6","15.5"
"Střední škola řemesel a služeb Moravské Budějovice","Anglický jazyk","SOU technické","Ústní zkouška",8,0,"64.3","33.5","14.2"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOU technické","Ústní zkouška",12,0,"37.1","28.5","14.1"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOU technické","Ústní zkouška",11,1,"61.9","46.7","18.1"
"Střední odborná škola Jana Tiraye Velká Bíteš. příspěvková organizace","Anglický jazyk","SOU technické","Ústní zkouška",10,0,"76.9","39.5","15.1"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",24,0,,"72.0","10.3"
"Gymnázium a Obchodní akademie Pelhřimov","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",43,0,,"75.2","11.7"
"Gymnázium Havlíčkův Brod","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",59,0,,"71.8","12.5"
"Gymnázium Chotěboř","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",23,0,,"79.0","11.7"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",5,0,,"84.9","5.2"
"Gymnázium Jihlava","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",84,1,,"73.7","13.2"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",23,0,,"67.8","12.8"
"Katolické gymnázium Třebíč","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",24,0,,"71.7","12.9"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",27,0,,"72.6","15.3"
"Gymnázium Třebíč","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",83,0,,"77.9","10.5"
"Biskupské gymnázium","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",25,0,,"79.9","11.1"
"Gymnázium Velké Meziříčí","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",30,0,,"82.0","11.2"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",28,0,,"74.3","11.3"
"Gymnázium Žďár nad Sázavou","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",60,0,,"77.5","11.1"
"Gymnázium Bystřice nad Pernštejnem","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",18,0,,"82.0","10.1"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",12,0,,"68.8","10.4"
"Gymnázium Jihlava","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",31,0,,"85.3","10.1"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",19,0,,"78.8","10.6"
"Gymnázium Pacov","Český jazyk a literatura","Gymnázium 6 leté","Didaktický test",26,1,,"66.9","14.0"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",26,0,,"73.3","10.4"
"Gymnázium a Obchodní akademie Pelhřimov","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",28,0,,"82.3","9.7"
"Gymnázium Havlíčkův Brod","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",31,0,,"75.8","10.9"
"Gymnázium Chotěboř","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",27,0,,"79.6","11.3"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",21,0,,"63.5","15.1"
"Gymnázium Jihlava","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",24,0,,"89.3","8.7"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",18,0,,"79.6","11.5"
"Soukromé gymnázium AD FONTES. o.p.s.. Fibichova 18. Jihlava","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",19,0,,"64.0","10.4"
"Katolické gymnázium Třebíč","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",19,1,,"70.6","12.7"
"Gymnázium Třebíč","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",22,0,,"89.6","9.4"
"Biskupské gymnázium","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",30,0,,"83.6","11.3"
"Gymnázium Velké Meziříčí","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",21,0,,"80.9","12.9"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",20,0,,"80.9","12.2"
"Gymnázium Žďár nad Sázavou","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",26,0,,"88.0","9.2"
"Gymnázium Bystřice nad Pernštejnem","Český jazyk a literatura","Gymnázium 8 leté","Didaktický test",16,0,,"86.4","7.2"
