"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",12,1,"83.3","43.4","14.4"
"Střední odborná škola sociální u Matky Boží Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",33,4,"75.6","34.9","14.7"
"Manažerská akademie - střední odborná škola. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",16,0,"72.0","46.9","13.9"
"Škola ekonomiky a cestovního ruchu. soukromá střední odborná škola s.r.o.                                                       Rantířovská 9. 586 05  Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",15,0,"91.3","53.6","14.8"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",25,2,"67.6","47.6","16.9"
"Soukromá střední odborná škola a Střední odborné učiliště s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",14,7,"80.8","13.9","13.2"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",15,2,"62.5","47.5","17.0"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",43,2,"97.9","49.3","13.3"
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",11,1,"40.0","25.4","9.1"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOŠ technické 1","Didaktický test",23,2,"72.2","51.1","17.0"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOŠ technické 1","Didaktický test",13,1,"86.7","55.1","17.4"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","SOŠ technické 1","Didaktický test",7,0,"50.0","69.4","10.3"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOŠ technické 1","Didaktický test",48,0,"38.6","76.5","9.5"
"Střední škola stavební Třebíč","Anglický jazyk","SOŠ technické 1","Didaktický test",12,0,"46.9","52.2","13.5"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOŠ technické 1","Didaktický test",32,0,"46.7","73.0","10.5"
"Střední škola stavební Jihlava","Anglický jazyk","SOŠ technické 1","Didaktický test",24,2,"66.7","43.6","15.9"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOŠ technické 1","Didaktický test",41,0,"44.0","72.3","9.1"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ technické 2","Didaktický test",7,0,"57.1","57.0","17.9"
"Soukromá vyšší odborná škola grafická a Střední umělecká škola grafická. s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",39,2,"100.0","54.9","14.5"
"Střední uměleckoprůmyslová škola Jihlava - Helenín. Hálkova 42","Anglický jazyk","SOŠ umělecké","Didaktický test",59,1,"100.0","58.4","13.4"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOŠ umělecké","Didaktický test",18,0,"65.5","66.5","12.6"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ zdravotnické","Didaktický test",33,2,"100.0","40.5","14.7"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zdravotnické","Didaktický test",16,3,"57.1","30.3","17.0"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Havlíčkův Brod","Anglický jazyk","SOŠ zdravotnické","Didaktický test",17,0,"95.2","54.1","9.7"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","SOŠ zdravotnické","Didaktický test",24,0,"96.0","44.5","13.8"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zdravotnické","Didaktický test",18,1,"100.0","37.0","12.0"
"Česká zemědělská akademie v Humpolci. střední škola","Anglický jazyk","SOŠ zemědělské","Didaktický test",30,1,"71.2","34.4","11.8"
"Vyšší odborná škola a Střední škola veterinární. zemědělská a zdravotnická Třebíč","Anglický jazyk","SOŠ zemědělské","Didaktický test",34,4,"78.3","38.3","15.4"
"FARMEKO - Vyšší odborná škola zdravotnická a Střední odborná škola. s.r.o.","Anglický jazyk","SOŠ zemědělské","Didaktický test",8,0,"100.0","46.7","10.4"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOU ostatní","Didaktický test",15,3,"75.0","34.1","16.4"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOU ostatní","Didaktický test",21,5,"96.2","25.1","14.4"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOU ostatní","Didaktický test",7,1,"100.0","30.1","12.2"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOU ostatní","Didaktický test",4,0,"54.5","53.9","16.7"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOU technické","Didaktický test",11,1,"70.8","39.0","16.2"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Anglický jazyk","SOU technické","Didaktický test",21,1,"63.9","55.3","13.2"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOU technické","Didaktický test",17,1,"42.6","49.5","13.0"
"Střední škola řemesel a služeb Moravské Budějovice","Anglický jazyk","SOU technické","Didaktický test",8,0,"64.3","51.4","12.3"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOU technické","Didaktický test",12,0,"37.1","61.9","6.9"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOU technické","Didaktický test",11,1,"61.9","47.9","17.1"
"Střední odborná škola Jana Tiraye Velká Bíteš. příspěvková organizace","Anglický jazyk","SOU technické","Didaktický test",10,0,"76.9","57.7","12.1"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Anglický jazyk","Gymnázium 4 leté","Písemná práce",17,0,"70.8","80.5","5.7"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Gymnázium 4 leté","Písemná práce",33,0,"77.3","72.6","8.9"
"Gymnázium Havlíčkův Brod","Anglický jazyk","Gymnázium 4 leté","Písemná práce",30,0,"50.8","78.0","9.3"
"Gymnázium Chotěboř","Anglický jazyk","Gymnázium 4 leté","Písemná práce",11,0,"45.8","67.4","11.9"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Písemná práce",5,0,"100.0","83.3","4.6"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 4 leté","Písemná práce",68,0,"81.2","61.2","10.5"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Anglický jazyk","Gymnázium 4 leté","Písemná práce",13,0,"56.5","63.9","12.3"
"Katolické gymnázium Třebíč","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"58.3","59.4","13.1"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","Gymnázium 4 leté","Písemná práce",16,0,"59.3","71.4","9.0"
"Gymnázium Třebíč","Anglický jazyk","Gymnázium 4 leté","Písemná práce",44,0,"53.0","72.6","7.6"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 4 leté","Písemná práce",19,0,"76.0","82.9","8.5"
"Gymnázium Velké Meziříčí","Anglický jazyk","Gymnázium 4 leté","Písemná práce",23,0,"76.7","81.5","4.6"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Anglický jazyk","Gymnázium 4 leté","Písemná práce",27,0,"96.6","79.8","8.5"
"Gymnázium Žďár nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Písemná práce",32,0,"53.3","69.2","8.4"
"Gymnázium Bystřice nad Pernštejnem","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"77.8","78.6","5.8"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","Gymnázium 4 leté","Písemná práce",11,0,"92.3","61.2","8.6"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 6 leté","Písemná práce",30,0,"96.8","72.5","7.4"
"Gymnázium a Střední odborná škola. Moravské Budějovice. Tyršova 365","Anglický jazyk","Gymnázium 6 leté","Písemná práce",7,0,"36.8","81.1","4.4"
"Gymnázium Pacov","Anglický jazyk","Gymnázium 6 leté","Písemná práce",22,0,"85.7","67.7","12.6"
"Gymnázium dr. A. Hrdličky. Humpolec. Komenského 147","Anglický jazyk","Gymnázium 8 leté","Písemná práce",20,0,"76.9","79.4","4.6"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Gymnázium 8 leté","Písemná práce",26,0,"92.9","84.6","5.2"
"Gymnázium Havlíčkův Brod","Anglický jazyk","Gymnázium 8 leté","Písemná práce",22,0,"71.0","78.7","5.5"
"Gymnázium Chotěboř","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"55.6","82.5","9.8"
"Gymnázium. Střední odborná škola a Vyšší odborná škola Ledeč nad Sázavou","Anglický jazyk","Gymnázium 8 leté","Písemná práce",8,0,"38.1","80.9","11.7"
"Gymnázium Jihlava","Anglický jazyk","Gymnázium 8 leté","Písemná práce",22,0,"91.7","90.3","3.0"
"Gymnázium Otokara Březiny a Střední odborná škola Telč","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"66.7","85.1","5.1"
"Soukromé gymnázium AD FONTES. o.p.s.. Fibichova 18. Jihlava","Anglický jazyk","Gymnázium 8 leté","Písemná práce",19,0,"100.0","64.8","10.9"
"Katolické gymnázium Třebíč","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"63.2","74.2","5.3"
"Gymnázium Třebíč","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"54.5","83.9","7.8"
"Biskupské gymnázium","Anglický jazyk","Gymnázium 8 leté","Písemná práce",17,0,"56.7","73.4","10.1"
"Gymnázium Velké Meziříčí","Anglický jazyk","Gymnázium 8 leté","Písemná práce",16,0,"76.2","66.4","9.1"
"Gymnázium Vincence Makovského se sportovními třídami Nové Město na Moravě","Anglický jazyk","Gymnázium 8 leté","Písemná práce",18,0,"90.0","86.7","4.1"
"Gymnázium Žďár nad Sázavou","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"46.2","84.5","6.2"
"Gymnázium Bystřice nad Pernštejnem","Anglický jazyk","Gymnázium 8 leté","Písemná práce",9,0,"58.8","87.2","5.5"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","Lyceum","Písemná práce",8,0,"100.0","62.7","6.9"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","Lyceum","Písemná práce",5,0,"66.7","80.2","9.1"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Havlíčkův Brod","Anglický jazyk","Lyceum","Písemná práce",20,0,"100.0","67.0","11.7"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická Žďár nad Sázavou","Anglický jazyk","Lyceum","Písemná práce",23,0,"100.0","52.2","12.4"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","Lyceum","Písemná práce",17,0,"63.0","64.2","14.0"
"Střední průmyslová škola Třebíč","Anglický jazyk","Lyceum","Písemná práce",9,0,"22.5","57.7","11.0"
"Střední průmyslová škola a Střední odborné učiliště Pelhřimov","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",2,0,"40.0","36.1","11.8"
"Střední škola informatiky a cestovního ruchu SČMSD Humpolec. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,0,"100.0","14.1","14.1"
"Střední škola průmyslová. technická a automobilní Jihlava","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",4,1,"33.3","19.5","21.7"
"Střední odborná škola a Střední odborné učiliště Třešť","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",7,0,"46.7","54.5","9.1"
"Soukromá střední odborná škola a Střední odborné učiliště s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",4,0,"40.0","11.3","8.0"
"Hotelová škola Světlá a Střední odborná škola řemesel Velké Meziříčí","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",10,2,"66.7","28.4","13.9"
"Střední škola gastronomická Adolpha Kolpinga","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",10,1,"64.7","45.5","23.6"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",10,0,"68.4","40.6","15.6"
"Akademie - Vyšší odborná škola. Gymnázium a Střední odborná škola uměleckoprůmyslová Světlá nad Sázavou","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,1,"34.8","18.4","13.2"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",11,2,"52.4","35.0","20.9"
"Střední průmyslová škola Třebíč","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",9,1,"62.5","25.4","15.4"
"TRIVIS - Střední škola veřejnoprávní Jihlava. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",0,0,"62.5",,
"Soukromá střední škola pedagogiky a sociálních služeb. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",3,0,"50.0","12.0","7.0"
"Střední škola stavební Třebíč","Anglický jazyk","SOU technické (nástavby)","Písemná práce",5,0,"30.0","52.2","7.2"
"Střední škola stavební Jihlava","Anglický jazyk","SOU technické (nástavby)","Písemná práce",7,0,"77.8","41.2","15.0"
"Gymnázium a Obchodní akademie Pelhřimov","Anglický jazyk","SOŠ ekonomické","Písemná práce",17,0,"78.3","75.3","6.3"
"Vyšší odborná škola. Obchodní akademie a Střední odborné učiliště technické Chotěboř","Anglický jazyk","SOŠ ekonomické","Písemná práce",21,0,"91.3","57.1","12.7"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ ekonomické","Písemná práce",38,1,"85.2","59.5","12.4"
"Střední škola obchodní a služeb SČMSD. Žďár nad Sázavou. s.r.o.","Anglický jazyk","SOŠ ekonomické","Písemná práce",8,0,"78.6","51.2","15.0"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","SOŠ ekonomické","Písemná práce",10,0,"52.2","72.2","9.1"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOŠ ekonomické","Písemná práce",48,0,"77.9","60.9","11.2"
"Vyšší odborná škola a Střední škola hotelová SČMSD Pelhřimov. s.r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",6,0,"62.5","53.7","8.5"
"Škola ekonomiky a cestovního ruchu. soukromá střední odborná škola s.r.o.                                                       Rantířovská 9. 586 05  Jihlava","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",5,0,"100.0","54.9","15.0"
"Obchodní akademie. Střední zdravotnická škola. Střední odborná škola služeb a Jazyková škola s právem státní jazykové zkoušky Jihlava","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",21,0,"100.0","36.5","14.3"
"Střední uměleckoprůmyslová škola Jihlava - Helenín. Hálkova 42","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",14,1,"100.0","54.1","17.4"
"Hotelová škola Světlá a Střední odborná škola řemesel Velké Meziříčí","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",31,0,"83.0","35.8","17.1"
"Vyšší odborná škola a Střední průmyslová škola Žďár nad Sázavou","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",12,0,"44.8","55.4","7.5"
"Obchodní akademie a Hotelová škola Havlíčkův Brod","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",14,0,"66.7","74.0","9.5"
"Obchodní akademie Dr. Albína Bráfa. Hotelová škola a Jazyková škola s právem státní jazykové zkoušky Třebíč","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",49,0,"96.2","51.0","11.4"
"Střední odborná škola Nové Město na Moravě","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",12,0,"83.3","39.0","14.1"
"Střední odborná škola sociální u Matky Boží Jihlava","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",33,0,"75.6","47.1","13.0"
"Manažerská akademie - střední odborná škola. s.r.o.","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",16,0,"72.0","44.6","17.8"
