"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Hotelová škola. Plzeň. U Borského parku 3","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",46,1,"91.2","54.1","13.7"
"Sportovní a podnikatelská střední škola. spol. s r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",26,2,"77.6","49.6","16.6"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",3,2,"66.7","8.8","7.6"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ hotelové a podnikatelské","Didaktický test",8,0,"71.4","55.9","16.2"
"Bezpečnostně právní akademie Plzeň. s.r.o.. střední škola","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",11,0,"60.0","59.2","4.4"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",8,2,"57.1","28.1","18.7"
"Střední škola. Kralovice. nám. Osvobození 32","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",5,1,"68.4","28.9","16.5"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",11,1,"81.3","53.6","17.6"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",11,1,"48.0","27.9","13.6"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ pedagogické a humanitní","Didaktický test",54,3,"84.1","45.0","15.1"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ technické 1","Didaktický test",13,0,"68.4","60.2","11.8"
"Střední průmyslová škola. Klatovy. nábřeží Kpt. Nálepky 362","Anglický jazyk","SOŠ technické 1","Didaktický test",15,0,"56.7","73.3","8.5"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOŠ technické 1","Didaktický test",5,0,"54.5","51.4","1.5"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 1","Didaktický test",39,0,"85.7","78.0","7.6"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Plzeň. Koterovská 85","Anglický jazyk","SOŠ technické 1","Didaktický test",71,0,"56.4","74.2","8.3"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 1","Didaktický test",15,1,"32.7","51.1","15.9"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","SOŠ technické 1","Didaktický test",15,0,"86.4","62.3","11.5"
"Střední průmyslová škola. Tachov. Světce 1","Anglický jazyk","SOŠ technické 1","Didaktický test",19,2,"83.3","50.3","15.3"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 1","Didaktický test",9,0,"62.5","43.2","12.4"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOŠ technické 1","Didaktický test",15,0,"65.4","47.6","13.7"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ technické 1","Didaktický test",23,0,"48.4","53.1","11.6"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 2","Didaktický test",27,3,"58.9","44.2","17.5"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 2","Didaktický test",6,0,"35.3","53.8","15.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 2","Didaktický test",49,2,"93.4","52.5","16.4"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOŠ umělecké","Didaktický test",14,1,"100.0","35.5","12.9"
"Konzervatoř. Plzeň. Kopeckého sady 10","Anglický jazyk","SOŠ umělecké","Didaktický test",13,0,"100.0","56.9","13.1"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOŠ umělecké","Didaktický test",46,0,"92.5","62.0","13.2"
"Soukromá střední uměleckoprůmyslová škola - Zámeček. s.r.o.","Anglický jazyk","SOŠ umělecké","Didaktický test",16,0,"100.0","63.1","12.4"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ umělecké","Didaktický test",9,0,"100.0","30.4","9.9"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ zdravotnické","Didaktický test",4,1,"50.0","28.8","17.3"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOŠ zdravotnické","Didaktický test",21,5,"85.2","28.2","16.6"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zdravotnické","Didaktický test",60,6,"89.7","41.6","16.4"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOŠ zemědělské","Didaktický test",11,0,"52.2","36.5","11.6"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ zemědělské","Didaktický test",7,0,"80.0","43.7","18.6"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","SOŠ zemědělské","Didaktický test",12,0,"56.5","56.3","12.7"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ zemědělské","Didaktický test",2,0,"58.3","38.5","11.9"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ zemědělské","Didaktický test",6,0,"75.0","43.2","8.6"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zemědělské","Didaktický test",21,2,"76.6","34.8","12.8"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU ostatní","Didaktický test",5,1,"54.5","26.3","13.7"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOU ostatní","Didaktický test",6,3,"100.0","18.6","14.3"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOU ostatní","Didaktický test",3,1,"45.5","13.7","7.8"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOU ostatní","Didaktický test",6,0,"50.0","45.6","19.5"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOU ostatní","Didaktický test",14,0,"78.9","52.1","10.7"
"Střední odborné učiliště stavební. Plzeň. Borská 55","Anglický jazyk","SOU ostatní","Didaktický test",7,1,"81.8","44.0","17.3"
"Střední škola a Základní škola. Oselce","Anglický jazyk","SOU ostatní","Didaktický test",4,0,"83.3","52.2","14.9"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU ostatní","Didaktický test",10,2,"73.3","35.8","18.0"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOU ostatní","Didaktický test",12,1,"82.4","35.0","18.4"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU technické","Didaktický test",7,0,"36.8","49.1","10.8"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU technické","Didaktický test",15,0,"77.3","72.3","4.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOU technické","Didaktický test",11,1,"47.8","49.8","19.2"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOU technické","Didaktický test",27,0,"63.3","63.1","12.4"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOU technické","Didaktický test",24,0,"64.1","71.7","8.1"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 4 leté","Písemná práce",7,0,"33.3","82.9","4.7"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 4 leté","Písemná práce",20,0,"47.8","72.2","8.5"
"Gymnázium. Sušice. Fr. Procházky 324","Anglický jazyk","Gymnázium 4 leté","Písemná práce",6,0,"30.0","84.2","4.1"
"Sportovní gymnázium. Plzeň. Táborská 28","Anglický jazyk","Gymnázium 4 leté","Písemná práce",36,0,"74.5","57.6","12.0"
"Masarykovo gymnázium.  Plzeň.  Petákova 2","Anglický jazyk","Gymnázium 4 leté","Písemná práce",25,0,"42.6","76.2","7.3"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 4 leté","Písemná práce",21,0,"63.6","69.8","8.7"
"Gymnázium. Plzeň. Mikulášské nám. 23","Anglický jazyk","Gymnázium 4 leté","Písemná práce",29,0,"57.1","57.2","6.3"
"Církevní gymnázium Plzeň","Anglický jazyk","Gymnázium 4 leté","Písemná práce",18,0,"50.0","78.2","10.6"
"Gymnázium Františka Křižíka a základní škola. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Písemná práce",4,0,"80.0","63.6","7.7"
"Gymnázium. Blovice. Družstevní 650","Anglický jazyk","Gymnázium 4 leté","Písemná práce",21,0,"95.5","75.4","10.1"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","Gymnázium 4 leté","Písemná práce",5,0,"45.5","84.9","11.8"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Gymnázium 4 leté","Písemná práce",14,0,"89.5","72.0","6.5"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 6 leté","Písemná práce",7,0,"25.0","75.8","9.1"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 6 leté","Písemná práce",13,0,"48.1","68.7","8.6"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 6 leté","Písemná práce",9,0,"32.1","83.0","4.6"
"Gymnázium. Tachov. Pionýrská 1370","Anglický jazyk","Gymnázium 6 leté","Písemná práce",14,0,"60.9","60.8","12.0"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 8 leté","Písemná práce",8,0,"39.1","80.8","5.4"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"53.3","83.9","3.9"
"Gymnázium. Sušice. Fr. Procházky 324","Anglický jazyk","Gymnázium 8 leté","Písemná práce",5,0,"25.9","91.5","3.4"
"Sportovní gymnázium. Plzeň. Táborská 28","Anglický jazyk","Gymnázium 8 leté","Písemná práce",10,0,"40.0","85.4","2.7"
"Masarykovo gymnázium.  Plzeň.  Petákova 2","Anglický jazyk","Gymnázium 8 leté","Písemná práce",23,0,"41.8","76.3","7.3"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"36.4","70.0","7.9"
"Gymnázium. Plzeň. Mikulášské nám. 23","Anglický jazyk","Gymnázium 8 leté","Písemná práce",11,0,"38.7","86.5","8.4"
"Církevní gymnázium Plzeň","Anglický jazyk","Gymnázium 8 leté","Písemná práce",10,0,"29.4","82.3","6.7"
"Gymnázium Františka Křižíka a základní škola. s.r.o.","Anglický jazyk","Gymnázium 8 leté","Písemná práce",21,0,"95.8","60.0","7.9"
"Gymnázium. Blovice. Družstevní 650","Anglický jazyk","Gymnázium 8 leté","Písemná práce",15,0,"88.2","79.6","6.1"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","Gymnázium 8 leté","Písemná práce",7,0,"35.0","79.8","4.2"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Gymnázium 8 leté","Písemná práce",12,0,"54.2","74.9","8.7"
"Gymnázium. Stříbro. Soběslavova 1426","Anglický jazyk","Gymnázium 8 leté","Písemná práce",16,0,"61.5","67.4","6.8"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","Lyceum","Písemná práce",13,0,"93.3","51.0","6.9"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Plzeň. Koterovská 85","Anglický jazyk","Lyceum","Písemná práce",7,0,"31.8","85.5","3.5"
"Obchodní akademie. Plzeň. nám. T. G. Masaryka 13","Anglický jazyk","Lyceum","Písemná práce",27,0,"84.4","70.1","6.8"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","Lyceum","Písemná práce",12,0,"44.8","72.1","12.7"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Lyceum","Písemná práce",19,0,"84.6","48.6","15.4"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","Lyceum","Písemná práce",9,0,"78.6","74.5","6.3"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Plzeň. Karlovarská 99","Anglický jazyk","Lyceum","Písemná práce",24,0,"85.7","62.2","12.0"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","Lyceum","Písemná práce",24,0,"83.3","58.9","9.2"
"Základní škola. Střední odborná škola a Gymnázium BEAN s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,3,"62.5","5.7","13.8"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",8,2,"39.4","36.0","25.5"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",4,2,"63.6","4.4","17.2"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,1,"69.2","25.2","20.0"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",8,1,"48.1","33.1","15.7"
"Akademie hotelnictví a cestovního ruchu - střední škola. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,2,"87.5","29.2","42.7"
"Hotelová škola. Plzeň. U Borského parku 3","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",15,4,"100.0","25.2","18.2"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,0,"42.9","23.3","12.8"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",5,2,"43.8","58.2","38.0"
"Střední odborné učiliště a Základní škola. Planá","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",3,0,"40.0","40.7","18.9"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",4,0,"30.8","33.8","13.3"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",12,0,"68.0","38.0","17.2"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOU ostatní (nástavby)","Písemná práce",23,4,"65.7","24.7","19.3"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU technické (nástavby)","Písemná práce",10,6,"100.0","10.9","22.4"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOU technické (nástavby)","Písemná práce",12,0,"38.2","46.9","12.0"
"Základní škola. Střední odborná škola a Gymnázium BEAN s.r.o.","Anglický jazyk","SOŠ ekonomické","Písemná práce",8,1,"52.6","24.0","17.2"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ ekonomické","Písemná práce",14,0,"76.2","61.4","9.8"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOŠ ekonomické","Písemná práce",36,0,"82.6","53.8","13.3"
"Obchodní akademie. Plzeň. nám. T. G. Masaryka 13","Anglický jazyk","SOŠ ekonomické","Písemná práce",99,1,"88.8","60.3","12.1"
"PLZEŇSKÁ OBCHODNÍ AKADEMIE s.r.o.","Anglický jazyk","SOŠ ekonomické","Písemná práce",12,0,"65.2","54.8","13.3"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","SOŠ ekonomické","Písemná práce",6,0,"81.8","57.6","11.1"
"Gymnázium. Stříbro. Soběslavova 1426","Anglický jazyk","SOŠ ekonomické","Písemná práce",26,0,"96.7","43.3","12.1"
"Střední průmyslová škola. Klatovy. nábřeží Kpt. Nálepky 362","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",9,0,"100.0","64.7","14.3"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",10,0,"84.6","66.2","15.4"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",6,1,"75.0","28.7","13.4"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",48,0,"96.2","59.9","13.1"
"Hotelová škola. Plzeň. U Borského parku 3","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",46,0,"91.2","53.9","13.3"
"Sportovní a podnikatelská střední škola. spol. s r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",26,0,"77.6","53.4","15.6"
