"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",3,0,"66.7","30.9","9.8"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ hotelové a podnikatelské","Písemná práce",8,0,"71.4","58.7","17.1"
"Bezpečnostně právní akademie Plzeň. s.r.o.. střední škola","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",11,1,"60.0","39.2","17.2"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",8,0,"57.1","46.9","12.5"
"Střední škola. Kralovice. nám. Osvobození 32","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",5,1,"68.4","48.5","23.4"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",11,1,"81.3","30.8","15.2"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",11,1,"48.0","29.5","18.9"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ pedagogické a humanitní","Písemná práce",54,0,"84.1","53.8","12.0"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ technické 1","Písemná práce",13,0,"68.4","51.4","14.4"
"Střední průmyslová škola. Klatovy. nábřeží Kpt. Nálepky 362","Anglický jazyk","SOŠ technické 1","Písemná práce",15,0,"56.7","64.6","11.7"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOŠ technické 1","Písemná práce",5,0,"54.5","38.6","15.0"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 1","Písemná práce",39,0,"85.7","60.0","11.3"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Plzeň. Koterovská 85","Anglický jazyk","SOŠ technické 1","Písemná práce",71,0,"56.4","66.6","10.7"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 1","Písemná práce",15,0,"32.7","68.4","7.6"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","SOŠ technické 1","Písemná práce",15,1,"86.4","59.7","18.3"
"Střední průmyslová škola. Tachov. Světce 1","Anglický jazyk","SOŠ technické 1","Písemná práce",19,0,"83.3","50.5","12.5"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 1","Písemná práce",9,1,"62.5","44.8","21.2"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOŠ technické 1","Písemná práce",15,1,"65.4","44.6","16.2"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ technické 1","Písemná práce",23,0,"48.4","45.0","12.3"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 2","Písemná práce",27,0,"58.9","55.9","13.2"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 2","Písemná práce",6,0,"35.3","56.0","11.4"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 2","Písemná práce",49,3,"93.4","33.4","15.9"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOŠ umělecké","Písemná práce",14,2,"100.0","30.8","16.7"
"Konzervatoř. Plzeň. Kopeckého sady 10","Anglický jazyk","SOŠ umělecké","Písemná práce",13,0,"100.0","57.5","14.2"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOŠ umělecké","Písemná práce",46,0,"92.5","66.2","9.7"
"Soukromá střední uměleckoprůmyslová škola - Zámeček. s.r.o.","Anglický jazyk","SOŠ umělecké","Písemná práce",16,2,"100.0","48.3","20.6"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ umělecké","Písemná práce",9,0,"100.0","29.6","14.1"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ zdravotnické","Písemná práce",4,1,"50.0","32.6","19.4"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOŠ zdravotnické","Písemná práce",21,1,"85.2","41.2","17.0"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zdravotnické","Písemná práce",60,1,"89.7","51.6","12.0"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOŠ zemědělské","Písemná práce",11,1,"52.2","36.9","16.9"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ zemědělské","Písemná práce",7,0,"80.0","40.3","15.9"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","SOŠ zemědělské","Písemná práce",12,0,"56.5","47.6","8.0"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ zemědělské","Písemná práce",2,0,"58.3","46.3","2.0"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ zemědělské","Písemná práce",6,0,"75.0","58.8","13.9"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zemědělské","Písemná práce",21,1,"76.6","29.1","17.0"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU ostatní","Písemná práce",5,1,"54.5","50.0","20.6"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOU ostatní","Písemná práce",6,0,"100.0","28.2","10.5"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOU ostatní","Písemná práce",3,0,"45.5","15.5","2.8"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOU ostatní","Písemná práce",6,2,"50.0","32.7","27.0"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOU ostatní","Písemná práce",14,0,"78.9","67.3","6.9"
"Střední odborné učiliště stavební. Plzeň. Borská 55","Anglický jazyk","SOU ostatní","Písemná práce",7,0,"81.8","39.8","18.6"
"Střední škola a Základní škola. Oselce","Anglický jazyk","SOU ostatní","Písemná práce",4,0,"83.3","44.1","18.6"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU ostatní","Písemná práce",10,0,"73.3","39.7","15.0"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOU ostatní","Písemná práce",12,2,"82.4","35.3","21.2"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU technické","Písemná práce",7,0,"36.8","57.9","15.9"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU technické","Písemná práce",15,1,"77.3","24.2","13.3"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOU technické","Písemná práce",11,0,"47.8","30.8","14.0"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOU technické","Písemná práce",27,1,"63.3","52.9","15.2"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOU technické","Písemná práce",24,0,"64.1","50.0","13.4"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",7,0,"33.3","61.8","11.7"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",20,0,"47.8","71.7","12.5"
"Gymnázium. Sušice. Fr. Procházky 324","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",6,0,"30.0","74.6","5.8"
"Sportovní gymnázium. Plzeň. Táborská 28","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",36,0,"74.5","57.2","13.4"
"Masarykovo gymnázium.  Plzeň.  Petákova 2","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",25,0,"42.6","54.7","10.5"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",21,0,"63.6","47.0","15.8"
"Gymnázium. Plzeň. Mikulášské nám. 23","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",29,0,"57.1","41.8","9.9"
"Církevní gymnázium Plzeň","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",18,0,"50.0","69.8","13.0"
"Gymnázium Františka Křižíka a základní škola. s.r.o.","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",4,0,"80.0","57.8","14.7"
"Gymnázium. Blovice. Družstevní 650","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",21,0,"95.5","55.6","13.5"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",5,0,"45.5","57.9","14.1"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Gymnázium 4 leté","Ústní zkouška",14,0,"89.5","52.7","9.7"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",7,0,"25.0","59.9","19.0"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",13,0,"48.1","72.3","8.9"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",9,0,"32.1","83.0","5.2"
"Gymnázium. Tachov. Pionýrská 1370","Anglický jazyk","Gymnázium 6 leté","Ústní zkouška",14,0,"60.9","58.5","17.9"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",8,0,"39.1","68.8","10.5"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",15,0,"53.3","66.6","7.5"
"Gymnázium. Sušice. Fr. Procházky 324","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",5,0,"25.9","81.0","2.3"
"Sportovní gymnázium. Plzeň. Táborská 28","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",10,0,"40.0","78.6","8.3"
"Masarykovo gymnázium.  Plzeň.  Petákova 2","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",23,0,"41.8","58.7","13.3"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",11,0,"36.4","71.3","10.3"
"Gymnázium. Plzeň. Mikulášské nám. 23","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",11,0,"38.7","73.5","7.1"
"Církevní gymnázium Plzeň","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",10,0,"29.4","76.5","4.4"
"Gymnázium Františka Křižíka a základní škola. s.r.o.","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",21,0,"95.8","67.4","14.3"
"Gymnázium. Blovice. Družstevní 650","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",15,0,"88.2","60.9","9.5"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",7,0,"35.0","73.8","11.7"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",12,1,"54.2","63.9","18.0"
"Gymnázium. Stříbro. Soběslavova 1426","Anglický jazyk","Gymnázium 8 leté","Ústní zkouška",16,0,"61.5","62.3","10.8"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","Lyceum","Ústní zkouška",13,0,"93.3","54.1","11.0"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Plzeň. Koterovská 85","Anglický jazyk","Lyceum","Ústní zkouška",7,0,"31.8","74.0","8.7"
"Obchodní akademie. Plzeň. nám. T. G. Masaryka 13","Anglický jazyk","Lyceum","Ústní zkouška",27,0,"84.4","52.1","15.6"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","Lyceum","Ústní zkouška",12,0,"44.8","65.7","8.0"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","Lyceum","Ústní zkouška",19,1,"84.6","54.5","17.0"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","Lyceum","Ústní zkouška",9,0,"78.6","50.0","17.2"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Plzeň. Karlovarská 99","Anglický jazyk","Lyceum","Ústní zkouška",24,0,"85.7","57.0","16.4"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","Lyceum","Ústní zkouška",24,0,"83.3","54.5","12.7"
"Základní škola. Střední odborná škola a Gymnázium BEAN s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",4,0,"62.5","25.9","15.2"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",8,2,"39.4","24.3","25.2"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",4,2,"63.6","16.5","32.8"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,1,"69.2","20.3","8.5"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",8,0,"48.1","28.6","10.9"
"Akademie hotelnictví a cestovního ruchu - střední škola. s.r.o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,2,"87.5","24.8","34.9"
"Hotelová škola. Plzeň. U Borského parku 3","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",15,3,"100.0","26.0","20.0"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,0,"42.9","16.7","10.7"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,2,"43.8","18.7","30.5"
"Střední odborné učiliště a Základní škola. Planá","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",3,0,"40.0","50.1","12.9"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",4,0,"30.8","15.5","9.1"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",12,1,"68.0","29.0","20.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOU ostatní (nástavby)","Ústní zkouška",23,0,"65.7","43.3","17.7"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU technické (nástavby)","Ústní zkouška",10,0,"100.0","29.7","17.2"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOU technické (nástavby)","Ústní zkouška",12,2,"38.2","26.7","16.8"
"Základní škola. Střední odborná škola a Gymnázium BEAN s.r.o.","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",8,0,"52.6","27.3","12.5"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",14,0,"76.2","56.9","16.5"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",36,1,"82.6","52.8","15.9"
"Obchodní akademie. Plzeň. nám. T. G. Masaryka 13","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",98,1,"88.8","46.1","17.2"
"PLZEŇSKÁ OBCHODNÍ AKADEMIE s.r.o.","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",12,1,"65.2","39.1","18.0"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",6,0,"81.8","48.2","18.2"
"Gymnázium. Stříbro. Soběslavova 1426","Anglický jazyk","SOŠ ekonomické","Ústní zkouška",26,0,"96.7","41.8","14.8"
"Střední průmyslová škola. Klatovy. nábřeží Kpt. Nálepky 362","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",9,0,"100.0","40.5","12.3"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",10,1,"84.6","21.9","18.7"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",6,1,"75.0","35.6","16.3"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",48,0,"96.2","52.1","17.0"
"Hotelová škola. Plzeň. U Borského parku 3","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",45,2,"91.2","47.1","17.9"
"Sportovní a podnikatelská střední škola. spol. s r.o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",25,1,"77.6","43.0","21.8"
"Střední odborné učiliště obchodu a řemesel. spol. s r. o.","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",3,2,"66.7","11.1","16.5"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",7,0,"71.4","59.2","12.6"
"Bezpečnostně právní akademie Plzeň. s.r.o.. střední škola","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",11,0,"60.0","46.9","18.6"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",8,1,"57.1","32.2","20.8"
"Střední škola. Kralovice. nám. Osvobození 32","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",5,0,"68.4","47.2","20.6"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",11,2,"81.3","38.2","23.6"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",11,0,"48.0","48.6","13.5"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",55,3,"84.1","35.4","17.0"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ technické 1","Ústní zkouška",13,0,"68.4","42.8","20.9"
"Střední průmyslová škola. Klatovy. nábřeží Kpt. Nálepky 362","Anglický jazyk","SOŠ technické 1","Ústní zkouška",15,0,"56.7","51.5","12.7"
"Střední odborná škola a Střední odborné učiliště. Sušice. U Kapličky 761","Anglický jazyk","SOŠ technické 1","Ústní zkouška",5,0,"54.5","11.6","7.5"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 1","Ústní zkouška",39,1,"85.7","51.4","18.1"
"Vyšší odborná škola a Střední průmyslová škola elektrotechnická. Plzeň. Koterovská 85","Anglický jazyk","SOŠ technické 1","Ústní zkouška",71,0,"56.4","64.9","11.4"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 1","Ústní zkouška",15,1,"32.7","50.4","20.2"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Anglický jazyk","SOŠ technické 1","Ústní zkouška",15,0,"86.4","54.5","17.5"
"Střední průmyslová škola. Tachov. Světce 1","Anglický jazyk","SOŠ technické 1","Ústní zkouška",19,0,"83.3","31.3","16.3"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 1","Ústní zkouška",9,1,"62.5","36.2","19.4"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOŠ technické 1","Ústní zkouška",15,1,"65.4","53.3","21.8"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOŠ technické 1","Ústní zkouška",23,0,"48.4","30.6","12.0"
"Střední škola informatiky a finančních služeb. Plzeň. Klatovská 200 G","Anglický jazyk","SOŠ technické 2","Ústní zkouška",27,6,"58.9","26.0","23.1"
"Střední průmyslová škola stavební. Plzeň. Chodské náměstí 2","Anglický jazyk","SOŠ technické 2","Ústní zkouška",6,0,"35.3","42.4","17.6"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ technické 2","Ústní zkouška",49,0,"93.4","44.4","16.5"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOŠ umělecké","Ústní zkouška",14,2,"100.0","40.1","24.6"
"Konzervatoř. Plzeň. Kopeckého sady 10","Anglický jazyk","SOŠ umělecké","Ústní zkouška",13,0,"100.0","47.0","18.4"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOŠ umělecké","Ústní zkouška",46,0,"92.5","47.2","19.1"
"Soukromá střední uměleckoprůmyslová škola - Zámeček. s.r.o.","Anglický jazyk","SOŠ umělecké","Ústní zkouška",16,2,"100.0","40.0","24.1"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOŠ umělecké","Ústní zkouška",9,0,"100.0","54.5","12.5"
"Vyšší odborná škola. Obchodní akademie a Střední zdravotnická škola Domažlice. Erbenova 184","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",4,0,"50.0","25.6","14.0"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",21,1,"85.2","42.8","13.9"
"Střední zdravotnická škola a Vyšší odborná škola zdravotnická. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zdravotnické","Ústní zkouška",59,4,"89.7","40.2","18.0"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",11,0,"52.2","49.7","11.8"
"Církevní střední odborná škola Spálené Poříčí","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",7,1,"80.0","38.3","19.6"
"Gymnázium a Střední odborná škola. Plasy","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",12,0,"56.5","52.4","14.1"
"Střední odborná škola. Stříbro. Benešova 508","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",2,0,"58.3","22.9","14.5"
"Střední odborná škola a Střední odborné učiliště. Horšovský Týn. Littrowa 122","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",6,1,"75.0","26.6","26.8"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOŠ zemědělské","Ústní zkouška",21,2,"76.6","43.3","24.5"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU ostatní","Ústní zkouška",5,0,"54.5","26.4","13.0"
"Vyšší odborná škola. Obchodní akademie. Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky. Klatovy. Plánická 196","Anglický jazyk","SOU ostatní","Ústní zkouška",6,2,"100.0","26.1","22.6"
"Střední škola. Horažďovice. Blatenská 313","Anglický jazyk","SOU ostatní","Ústní zkouška",3,0,"45.5","33.3","14.1"
"Střední škola zemědělská a potravinářská. Klatovy. Národních mučedníků 141","Anglický jazyk","SOU ostatní","Ústní zkouška",6,1,"50.0","47.7","27.3"
"Střední odborná škola obchodu. užitého umění a designu. Plzeň. Nerudova 33","Anglický jazyk","SOU ostatní","Ústní zkouška",14,0,"78.9","42.3","17.1"
"Střední odborné učiliště stavební. Plzeň. Borská 55","Anglický jazyk","SOU ostatní","Ústní zkouška",7,0,"81.8","49.7","23.2"
"Střední škola a Základní škola. Oselce","Anglický jazyk","SOU ostatní","Ústní zkouška",4,0,"83.3","31.7","14.4"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU ostatní","Ústní zkouška",10,0,"73.3","35.9","17.0"
"Integrovaná střední škola živnostenská. Plzeň. Škroupova 13","Anglický jazyk","SOU ostatní","Ústní zkouška",12,0,"82.4","48.9","22.0"
"Střední odborné učiliště. Domažlice. Prokopa Velikého 640","Anglický jazyk","SOU technické","Ústní zkouška",7,0,"36.8","32.1","10.2"
"Střední škola. Rokycany. Jeřabinová 96/III","Anglický jazyk","SOU technické","Ústní zkouška",15,6,"77.3","21.3","19.0"
"Střední průmyslová škola dopravní. Plzeň. Karlovarská 99","Anglický jazyk","SOU technické","Ústní zkouška",11,0,"47.8","37.3","18.5"
"Střední odborné učiliště elektrotechnické. Plzeň. Vejprnická 56","Anglický jazyk","SOU technické","Ústní zkouška",27,0,"63.3","41.2","16.7"
"Střední průmyslová škola strojnická a Střední odborná škola profesora Švejcara. Plzeň. Klatovská 109","Anglický jazyk","SOU technické","Ústní zkouška",24,0,"64.1","39.9","16.0"
"Gymnázium J. Š. Baara. Domažlice. Pivovarská 323","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",21,0,,"75.6","12.4"
"Gymnázium Jaroslava Vrchlického. Klatovy. Národních mučedníků 347","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",43,0,,"79.5","9.6"
"Gymnázium. Sušice. Fr. Procházky 324","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",20,0,,"78.4","10.5"
"Sportovní gymnázium. Plzeň. Táborská 28","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",49,2,,"60.6","14.2"
"Masarykovo gymnázium.  Plzeň.  Petákova 2","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",60,0,,"83.1","10.5"
"Gymnázium Luďka Pika. Plzeň. Opavská 21","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",33,0,,"68.4","10.4"
"Gymnázium. Plzeň. Mikulášské nám. 23","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",53,0,,"73.6","11.8"
"Církevní gymnázium Plzeň","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",39,0,,"82.7","11.2"
"Gymnázium Františka Křižíka a základní škola. s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",5,0,,"66.5","10.3"
"Gymnázium. Blovice. Družstevní 650","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",22,0,,"77.9","12.9"
"Gymnázium a Střední odborná škola. Plasy","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",11,0,,"70.2","12.1"
"Gymnázium a Střední odborná škola. Rokycany. Mládežníků 1115","Český jazyk a literatura","Gymnázium 4 leté","Didaktický test",16,0,,"74.2","10.1"
