"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Střední škola živnostenská Sokolov. příspěvková organizace","Německý jazyk","SOU ostatní (nástavby)","Ústní zkouška",7,3,"28.6","20.5","22.3"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","SOŠ ekonomické","Ústní zkouška",5,0,"29.4","37.5","21.2"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Německý jazyk","SOŠ hotelové a podnikatelské","Ústní zkouška",4,0,"14.8","55.9","11.7"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Německý jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",10,1,"17.2","40.5","14.0"
"Střední odborná škola a střední odborné učiliště Nejdek","Německý jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",1,0,"33.3","14.7",
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",2,0,"50.0","49.4","5.4"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Německý jazyk","SOŠ pedagogické a humanitní","Ústní zkouška",7,0,"17.9","36.3","14.0"
"Integrovaná střední škola Cheb","Německý jazyk","SOŠ technické 1","Ústní zkouška",4,0,"17.9","50.9","18.1"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Německý jazyk","SOŠ technické 2","Ústní zkouška",3,0,"10.0","48.7","25.3"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ zdravotnické","Ústní zkouška",9,0,"50.0","57.6","16.0"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOŠ zdravotnické","Ústní zkouška",14,3,"28.8","26.6","15.4"
"Střední zemědělská škola Dalovice","Německý jazyk","SOŠ zemědělské","Ústní zkouška",2,0,"21.7","56.5","12.7"
"Střední lesnická škola Žlutice","Německý jazyk","SOŠ zemědělské","Ústní zkouška",2,0,"25.0","44.8","1.8"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOU ostatní","Ústní zkouška",5,0,"45.5","33.4","10.5"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOU ostatní","Ústní zkouška",6,1,"26.1","26.8","11.5"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Ruský jazyk","SOU ostatní","Didaktický test",4,4,"35.0","1.6","5.3"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Ruský jazyk","SOU ostatní","Písemná práce",4,1,"35.0","16.4","10.0"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Ruský jazyk","SOU ostatní","Ústní zkouška",4,0,"35.0","16.5","8.1"
