"skola","predmet","obor","typ","konali","neuspeli","volba","prumer","odchylka"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOŠ technické 1","Didaktický test",16,2,,"36.1","10.6"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ technické 1","Didaktický test",17,2,,"47.2","12.1"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Český jazyk a literatura","SOŠ technické 2","Didaktický test",32,3,,"50.0","12.9"
"Střední průmyslová škola keramická a sklářská Karlovy Vary","Český jazyk a literatura","SOŠ umělecké","Didaktický test",39,3,,"53.5","14.7"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOŠ zdravotnické","Didaktický test",18,3,,"40.0","10.7"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOŠ zdravotnické","Didaktický test",54,3,,"49.1","12.6"
"Střední zemědělská škola Dalovice","Český jazyk a literatura","SOŠ zemědělské","Didaktický test",18,6,,"31.1","11.8"
"Střední lesnická škola Žlutice","Český jazyk a literatura","SOŠ zemědělské","Didaktický test",10,0,,"47.8","9.5"
"JEZDECKÁ AKADEMIE - střední odborná škola Mariánské Lázně s.r.o.","Český jazyk a literatura","SOŠ zemědělské","Didaktický test",6,0,,"61.7","13.2"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Český jazyk a literatura","SOU ostatní","Didaktický test",13,6,,"29.8","17.0"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOU ostatní","Didaktický test",10,3,,"39.9","16.2"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOU ostatní","Didaktický test",20,2,,"40.9","11.7"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU ostatní","Didaktický test",2,0,,"65.2","4.2"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Didaktický test",9,3,,"36.9","22.4"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","SOU technické","Didaktický test",26,10,,"32.8","12.1"
"Střední odborná škola Karlovy Vary. s.r.o.","Český jazyk a literatura","SOU technické","Didaktický test",9,0,,"42.2","10.7"
"Střední škola. základní škola a mateřská škola Kraslice. příspěvková organizace","Český jazyk a literatura","SOU technické","Didaktický test",8,1,,"40.3","9.4"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU technické","Didaktický test",3,1,,"27.7","12.1"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",26,0,,"50.3","11.3"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",19,0,,"75.8","13.2"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",21,0,,"43.9","12.9"
"První české gymnázium v Karlových Varech","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",48,1,,"51.4","14.5"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",25,0,,"65.0","14.1"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",47,0,,"70.5","12.2"
"Gymnázium. základní škola a mateřská škola Mánesova s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Písemná práce",6,0,,"43.5","12.4"
"Gymnázium a střední odborná škola Aš","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",26,2,,"37.3","17.9"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",24,0,,"53.4","14.6"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",44,0,,"56.9","11.3"
"Svobodná chebská škola. základní škola a gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",12,0,,"59.2","15.9"
"První české gymnázium v Karlových Varech","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",50,1,,"62.7","19.5"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",50,0,,"70.4","12.7"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",45,0,,"64.7","11.9"
"Gymnázium a střední odborná škola Chodov","Český jazyk a literatura","Gymnázium 8 leté","Písemná práce",19,0,,"68.7","14.3"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","Lyceum","Písemná práce",15,0,,"60.6","17.8"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","Lyceum","Písemná práce",33,0,,"56.5","14.3"
"Hotelová škola Mariánské Lázně","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",9,1,,"14.6","9.1"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",9,0,,"34.5","14.0"
"Střední odborná škola stavební Karlovy Vary","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",7,1,,"38.1","15.6"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",9,1,,"13.1","8.0"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOU ostatní (nástavby)","Písemná práce",27,1,,"32.6","14.9"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","SOŠ ekonomické","Písemná práce",17,0,,"49.9","12.2"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Český jazyk a literatura","SOŠ ekonomické","Písemná práce",25,0,,"66.5","12.8"
"Soukromá obchodní akademie Podnikatel. spol. s r.o.","Český jazyk a literatura","SOŠ ekonomické","Písemná práce",12,0,,"47.8","16.2"
"Soukromá obchodní akademie Sokolov. s.r.o.","Český jazyk a literatura","SOŠ ekonomické","Písemná práce",8,0,,"32.1","13.0"
"Hotelová škola Mariánské Lázně","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Písemná práce",38,3,,"43.6","17.3"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Písemná práce",27,0,,"58.0","13.9"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Písemná práce",6,1,,"24.0","11.7"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Písemná práce",22,0,,"24.7","10.6"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",51,0,,"49.2","12.3"
"Střední odborná škola a střední odborné učiliště Nejdek","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",9,0,,"54.2","9.0"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",6,1,,"40.7","16.6"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",9,0,,"31.1","12.7"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",34,2,,"29.9","12.9"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOŠ pedagogické a humanitní","Písemná práce",8,0,,"33.4","12.7"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","SOŠ technické 1","Písemná práce",59,0,,"49.4","14.8"
"Střední průmyslová škola keramická a sklářská Karlovy Vary","Český jazyk a literatura","SOŠ technické 1","Písemná práce",5,0,,"46.2","14.5"
"Střední odborná škola stavební Karlovy Vary","Český jazyk a literatura","SOŠ technické 1","Písemná práce",9,1,,"46.4","21.2"
"Střední průmyslová škola Loket","Český jazyk a literatura","SOŠ technické 1","Písemná práce",39,1,,"34.7","13.5"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOŠ technické 1","Písemná práce",16,1,,"39.2","11.7"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ technické 1","Písemná práce",17,0,,"47.3","10.8"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Český jazyk a literatura","SOŠ technické 2","Písemná práce",32,1,,"38.9","15.8"
"Střední průmyslová škola keramická a sklářská Karlovy Vary","Český jazyk a literatura","SOŠ umělecké","Písemná práce",39,0,,"57.0","15.8"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOŠ zdravotnické","Písemná práce",18,1,,"53.1","23.0"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOŠ zdravotnické","Písemná práce",54,1,,"42.8","15.3"
"Střední zemědělská škola Dalovice","Český jazyk a literatura","SOŠ zemědělské","Písemná práce",18,0,,"41.7","13.7"
"Střední lesnická škola Žlutice","Český jazyk a literatura","SOŠ zemědělské","Písemná práce",10,0,,"32.1","10.5"
"JEZDECKÁ AKADEMIE - střední odborná škola Mariánské Lázně s.r.o.","Český jazyk a literatura","SOŠ zemědělské","Písemná práce",6,0,,"84.2","11.3"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Český jazyk a literatura","SOU ostatní","Písemná práce",13,0,,"23.0","8.3"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOU ostatní","Písemná práce",10,0,,"40.2","12.8"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOU ostatní","Písemná práce",20,3,,"32.4","15.2"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU ostatní","Písemná práce",2,0,,"37.2","11.8"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Písemná práce",9,0,,"23.7","11.6"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","SOU technické","Písemná práce",26,1,,"20.2","9.6"
"Střední odborná škola Karlovy Vary. s.r.o.","Český jazyk a literatura","SOU technické","Písemná práce",9,2,,"18.7","14.4"
"Střední škola. základní škola a mateřská škola Kraslice. příspěvková organizace","Český jazyk a literatura","SOU technické","Písemná práce",8,1,,"32.9","16.6"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU technické","Písemná práce",3,0,,"23.9","1.9"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",26,1,,"60.3","14.1"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",18,3,,"42.2","25.7"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",21,5,,"30.0","19.0"
"První české gymnázium v Karlových Varech","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",48,0,,"68.2","14.1"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",25,0,,"63.8","12.3"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",47,0,,"56.7","16.9"
"Gymnázium. základní škola a mateřská škola Mánesova s.r.o.","Český jazyk a literatura","Gymnázium 4 leté","Ústní zkouška",6,0,,"58.0","7.7"
"Gymnázium a střední odborná škola Aš","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",26,0,,"52.3","16.9"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",24,2,,"58.3","20.0"
"Gymnázium Cheb","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",44,4,,"38.9","21.1"
"Svobodná chebská škola. základní škola a gymnázium s.r.o.","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",12,0,,"63.3","14.7"
"První české gymnázium v Karlových Varech","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",50,0,,"72.4","10.1"
"Gymnázium Ostrov","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",50,0,,"78.0","7.8"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",45,1,,"61.0","16.7"
"Gymnázium a střední odborná škola Chodov","Český jazyk a literatura","Gymnázium 8 leté","Ústní zkouška",19,1,,"56.9","24.0"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","Lyceum","Ústní zkouška",15,0,,"51.3","10.1"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","Lyceum","Ústní zkouška",33,2,,"46.1","25.2"
"Hotelová škola Mariánské Lázně","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",8,2,,"19.2","23.5"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",9,0,,"44.7","20.3"
"Střední odborná škola stavební Karlovy Vary","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",6,0,,"31.6","3.7"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",9,1,,"28.8","28.9"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOU ostatní (nástavby)","Ústní zkouška",26,1,,"36.1","18.5"
"Gymnázium a obchodní akademie Mariánské Lázně","Český jazyk a literatura","SOŠ ekonomické","Ústní zkouška",17,2,,"33.2","26.5"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Český jazyk a literatura","SOŠ ekonomické","Ústní zkouška",25,0,,"42.6","20.1"
"Soukromá obchodní akademie Podnikatel. spol. s r.o.","Český jazyk a literatura","SOŠ ekonomické","Ústní zkouška",12,0,,"29.3","13.5"
"Soukromá obchodní akademie Sokolov. s.r.o.","Český jazyk a literatura","SOŠ ekonomické","Ústní zkouška",8,0,,"48.6","12.3"
"Hotelová škola Mariánské Lázně","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Ústní zkouška",36,5,,"31.8","22.0"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Ústní zkouška",27,0,,"46.9","17.8"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Ústní zkouška",6,0,,"53.9","9.8"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ hotelové a podnikatelské","Ústní zkouška",22,2,,"46.6","28.6"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",51,3,,"37.7","21.2"
"Střední odborná škola a střední odborné učiliště Nejdek","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",9,1,,"31.3","17.8"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",6,0,,"40.8","15.9"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",9,1,,"23.5","27.3"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",34,5,,"36.4","22.7"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOŠ pedagogické a humanitní","Ústní zkouška",8,0,,"51.2","16.1"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",59,0,,"57.8","15.7"
"Střední průmyslová škola keramická a sklářská Karlovy Vary","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",5,0,,"52.4","20.7"
"Střední odborná škola stavební Karlovy Vary","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",9,0,,"40.9","16.2"
"Střední průmyslová škola Loket","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",39,1,,"50.7","19.2"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",16,1,,"40.1","25.9"
"Integrovaná střední škola technická a ekonomická Sokolov","Český jazyk a literatura","SOŠ technické 1","Ústní zkouška",17,1,,"28.9","23.9"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Český jazyk a literatura","SOŠ technické 2","Ústní zkouška",32,1,,"48.5","16.9"
"Střední průmyslová škola keramická a sklářská Karlovy Vary","Český jazyk a literatura","SOŠ umělecké","Ústní zkouška",39,11,,"38.5","32.7"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOŠ zdravotnické","Ústní zkouška",18,0,,"43.0","16.6"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOŠ zdravotnické","Ústní zkouška",53,5,,"45.9","26.3"
"Střední zemědělská škola Dalovice","Český jazyk a literatura","SOŠ zemědělské","Ústní zkouška",18,1,,"30.3","21.9"
"Střední lesnická škola Žlutice","Český jazyk a literatura","SOŠ zemědělské","Ústní zkouška",10,0,,"37.5","13.7"
"JEZDECKÁ AKADEMIE - střední odborná škola Mariánské Lázně s.r.o.","Český jazyk a literatura","SOŠ zemědělské","Ústní zkouška",6,0,,"54.7","9.2"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Český jazyk a literatura","SOU ostatní","Ústní zkouška",13,1,,"30.0","18.3"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Český jazyk a literatura","SOU ostatní","Ústní zkouška",9,0,,"37.8","20.2"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Český jazyk a literatura","SOU ostatní","Ústní zkouška",19,0,,"45.9","15.1"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU ostatní","Ústní zkouška",2,0,,"23.6","20.2"
"Střední škola živnostenská Sokolov. příspěvková organizace","Český jazyk a literatura","SOU ostatní","Ústní zkouška",9,3,,"31.4","30.9"
"Střední průmyslová škola Ostrov","Český jazyk a literatura","SOU technické","Ústní zkouška",26,7,,"17.6","25.1"
"Střední odborná škola Karlovy Vary. s.r.o.","Český jazyk a literatura","SOU technické","Ústní zkouška",9,0,,"30.5","14.6"
"Střední škola. základní škola a mateřská škola Kraslice. příspěvková organizace","Český jazyk a literatura","SOU technické","Ústní zkouška",8,0,,"37.5","17.3"
"Integrovaná střední škola Cheb","Český jazyk a literatura","SOU technické","Ústní zkouška",3,0,,"36.2","17.6"
"Gymnázium a obchodní akademie Mariánské Lázně","Matematika","Gymnázium 4 leté","Didaktický test",6,0,"23.1","63.2","20.3"
"Gymnázium Cheb","Matematika","Gymnázium 4 leté","Didaktický test",10,0,"52.4","67.7","17.0"
"První české gymnázium v Karlových Varech","Matematika","Gymnázium 4 leté","Didaktický test",25,4,"54.0","46.7","18.0"
"Gymnázium Ostrov","Matematika","Gymnázium 4 leté","Didaktický test",6,1,"23.1","29.9","5.0"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Matematika","Gymnázium 4 leté","Didaktický test",10,3,"20.8","47.6","18.9"
"Gymnázium a střední odborná škola Aš","Matematika","Gymnázium 8 leté","Didaktický test",13,4,"50.0","40.5","24.7"
"Gymnázium a obchodní akademie Mariánské Lázně","Matematika","Gymnázium 8 leté","Didaktický test",5,0,"20.8","93.3","4.2"
"Gymnázium Cheb","Matematika","Gymnázium 8 leté","Didaktický test",29,2,"66.0","67.0","20.8"
"Svobodná chebská škola. základní škola a gymnázium s.r.o.","Matematika","Gymnázium 8 leté","Didaktický test",4,0,"33.3","56.6","21.0"
"První české gymnázium v Karlových Varech","Matematika","Gymnázium 8 leté","Didaktický test",26,2,"52.0","73.3","19.6"
"Gymnázium Ostrov","Matematika","Gymnázium 8 leté","Didaktický test",9,0,"18.0","77.8","15.8"
"Gymnázium Sokolov a Krajské vzdělávací centrum","Matematika","Gymnázium 8 leté","Didaktický test",16,1,"34.8","70.1","23.8"
"Střední průmyslová škola Ostrov","Matematika","Lyceum","Didaktický test",14,1,"93.3","60.0","16.1"
"Hotelová škola Mariánské Lázně","Matematika","SOU ostatní (nástavby)","Didaktický test",3,3,"42.9","2.1","9.5"
"Střední odborná škola stavební Karlovy Vary","Matematika","SOU ostatní (nástavby)","Didaktický test",3,2,"38.1","24.2","16.8"
"Střední škola živnostenská Sokolov. příspěvková organizace","Matematika","SOU ostatní (nástavby)","Didaktický test",8,8,"42.9","4.2","7.5"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Matematika","SOŠ ekonomické","Didaktický test",7,2,"28.0","41.9","16.3"
"Střední průmyslová škola Ostrov","Matematika","SOŠ technické 1","Didaktický test",35,8,"59.1","41.9","19.7"
"Střední odborná škola stavební Karlovy Vary","Matematika","SOŠ technické 1","Didaktický test",6,4,"76.9","24.5","16.7"
"Integrovaná střední škola Cheb","Matematika","SOŠ technické 1","Didaktický test",3,2,"17.9","16.1","17.3"
"Integrovaná střední škola technická a ekonomická Sokolov","Matematika","SOŠ technické 1","Didaktický test",5,1,"26.3","48.0","14.3"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Matematika","SOŠ zdravotnické","Didaktický test",4,3,"6.1","14.0","22.0"
"Střední zemědělská škola Dalovice","Matematika","SOŠ zemědělské","Didaktický test",6,5,"30.4","10.6","16.2"
"Střední odborné učiliště stravování a služeb Karlovy Vary","Matematika","SOU ostatní","Didaktický test",2,2,"20.0","7.5","4.2"
"Střední průmyslová škola Ostrov","Matematika","SOU technické","Didaktický test",11,8,"38.7","13.7","9.2"
"Střední škola. základní škola a mateřská škola Kraslice. příspěvková organizace","Matematika","SOU technické","Didaktický test",7,7,"87.5","3.4","8.4"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","Gymnázium 4 leté","Didaktický test",4,0,"15.4","84.4","7.3"
"Střední odborná škola stavební Karlovy Vary","Německý jazyk","SOU ostatní (nástavby)","Didaktický test",2,2,"23.8","10.0","17.1"
"Integrovaná střední škola Cheb","Německý jazyk","SOU ostatní (nástavby)","Didaktický test",5,2,"54.5","19.3","6.6"
"Střední škola živnostenská Sokolov. příspěvková organizace","Německý jazyk","SOU ostatní (nástavby)","Didaktický test",7,1,"28.6","33.7","11.5"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","SOŠ ekonomické","Didaktický test",5,0,"29.4","57.6","18.6"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Německý jazyk","SOŠ hotelové a podnikatelské","Didaktický test",4,0,"14.8","85.7","6.9"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Německý jazyk","SOŠ pedagogické a humanitní","Didaktický test",10,0,"17.2","56.3","11.6"
"Střední odborná škola a střední odborné učiliště Nejdek","Německý jazyk","SOŠ pedagogické a humanitní","Didaktický test",1,1,"33.3","1.3",
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ pedagogické a humanitní","Didaktický test",2,0,"50.0","53.5","3.7"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Německý jazyk","SOŠ pedagogické a humanitní","Didaktický test",7,0,"17.9","46.3","5.7"
"Integrovaná střední škola Cheb","Německý jazyk","SOŠ technické 1","Didaktický test",4,1,"17.9","30.8","10.0"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Německý jazyk","SOŠ technické 2","Didaktický test",3,0,"10.0","59.7","15.2"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ zdravotnické","Didaktický test",9,1,"50.0","47.3","13.2"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOŠ zdravotnické","Didaktický test",14,0,"28.8","43.8","9.6"
"Střední zemědělská škola Dalovice","Německý jazyk","SOŠ zemědělské","Didaktický test",3,2,"21.7","24.4","12.0"
"Střední lesnická škola Žlutice","Německý jazyk","SOŠ zemědělské","Didaktický test",2,0,"25.0","43.4","1.5"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOU ostatní","Didaktický test",5,1,"45.5","41.5","7.3"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOU ostatní","Didaktický test",6,0,"26.1","34.1","6.5"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","Gymnázium 4 leté","Písemná práce",4,0,"15.4","74.0","19.6"
"Střední odborná škola stavební Karlovy Vary","Německý jazyk","SOU ostatní (nástavby)","Písemná práce",2,2,"23.8","9.2","11.8"
"Integrovaná střední škola Cheb","Německý jazyk","SOU ostatní (nástavby)","Písemná práce",5,1,"54.5","22.5","9.4"
"Střední škola živnostenská Sokolov. příspěvková organizace","Německý jazyk","SOU ostatní (nástavby)","Písemná práce",7,4,"28.6","17.9","13.3"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","SOŠ ekonomické","Písemná práce",5,0,"29.4","58.3","7.7"
"Obchodní akademie. vyšší odborná škola cestovního ruchu a jazyková škola s právem státní jazykové zkoušky Karlovy Vary","Německý jazyk","SOŠ hotelové a podnikatelské","Písemná práce",4,0,"14.8","67.0","2.7"
"Střední odborná škola pedagogická. gymnázium a vyšší odborná škola Karlovy Vary","Německý jazyk","SOŠ pedagogické a humanitní","Písemná práce",10,0,"17.2","44.2","11.4"
"Střední odborná škola a střední odborné učiliště Nejdek","Německý jazyk","SOŠ pedagogické a humanitní","Písemná práce",1,0,"33.3","50.3",
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ pedagogické a humanitní","Písemná práce",2,0,"50.0","49.3","3.9"
"TRIVIS - Střední škola veřejnoprávní Karlovy Vary. s.r.o.","Německý jazyk","SOŠ pedagogické a humanitní","Písemná práce",7,1,"17.9","36.8","11.6"
"Integrovaná střední škola Cheb","Německý jazyk","SOŠ technické 1","Písemná práce",4,0,"17.9","22.8","9.2"
"Střední odborná škola logistická a střední odborné učiliště Dalovice","Německý jazyk","SOŠ technické 2","Písemná práce",3,0,"10.0","60.2","20.1"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOŠ zdravotnické","Písemná práce",9,1,"50.0","51.9","16.4"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOŠ zdravotnické","Písemná práce",14,1,"28.8","44.8","15.6"
"Střední zemědělská škola Dalovice","Německý jazyk","SOŠ zemědělské","Písemná práce",3,1,"21.7","38.7","26.7"
"Střední lesnická škola Žlutice","Německý jazyk","SOŠ zemědělské","Písemná práce",2,0,"25.0","23.2","7.9"
"Střední zdravotnická škola a vyšší odborná škola Cheb","Německý jazyk","SOU ostatní","Písemná práce",5,0,"45.5","32.0","8.7"
"Střední zdravotnická škola a vyšší odborná škola zdravotnická Karlovy Vary","Německý jazyk","SOU ostatní","Písemná práce",6,0,"26.1","35.7","11.2"
"Gymnázium a obchodní akademie Mariánské Lázně","Německý jazyk","Gymnázium 4 leté","Ústní zkouška",4,0,"15.4","57.2","24.1"
"Střední odborná škola stavební Karlovy Vary","Německý jazyk","SOU ostatní (nástavby)","Ústní zkouška",2,1,"23.8","20.6","27.2"
"Integrovaná střední škola Cheb","Německý jazyk","SOU ostatní (nástavby)","Ústní zkouška",5,0,"54.5","23.1","9.1"
